	logFC	AveExpr	t	P.Value	FDR	B
ABHD12B	-0.668630341	5.673444275	2.080379185	0.074122715	0.415647432	-4.527111188
PCDHA12	-0.497431109	4.807155478	2.079359789	0.074236567	0.416076834	-4.528562718
LAX1	-0.39034435	6.758355303	2.079307338	0.074242429	0.416076834	-4.528637399
NREP	0.526949366	6.803399662	-2.07867208	0.074313472	0.416153323	-4.529541862
ERG28	0.319061876	9.548191022	-2.078568571	0.074325054	0.416153323	-4.529689229
MMP7	0.376969245	12.75478866	-2.078427636	0.074340826	0.416153323	-4.529889878
SCD	0.304262607	11.76409236	-2.078413826	0.074342372	0.416153323	-4.529909538
TMEM244	-0.479859346	4.748512061	2.078066471	0.074381261	0.416200637	-4.530404053
EDARADD	0.380739643	13.70489081	-2.077952936	0.074393976	0.416200637	-4.530565684
ANKRD13D	0.360877464	9.779752327	-2.077734726	0.07441842	0.41621668	-4.530876326
ZNF547	0.406854829	5.454871669	-2.077396072	0.074456373	0.416308243	-4.531358418
ELMOD3	0.35883239	7.953133548	-2.077025901	0.07449788	0.416322151	-4.531885354
ZNF132	-0.550629854	6.772744138	2.076988942	0.074502025	0.416322151	-4.531937963
NDRG3	-0.383234017	11.70463506	2.076431683	0.074564556	0.41655091	-4.532731175
MRPS23	0.419623094	11.0614031	-2.075708575	0.074645775	0.416748421	-4.533760386
TMEM217	0.441507289	5.552429093	-2.075625952	0.07465506	0.416748421	-4.53387798
LIMS1	0.339195157	10.41631652	-2.075026797	0.074722431	0.416748421	-4.534730696
SLC12A5	-0.771835301	5.320033973	2.074701484	0.074759036	0.416748421	-4.535193657
STAU2	-0.353223305	11.49926573	2.074698046	0.074759422	0.416748421	-4.53519855
TEKT4P2	0.588748657	6.211883732	-2.074584223	0.074772234	0.416748421	-4.53536053
SGPL1	-0.343916981	9.992395185	2.074272227	0.074807363	0.416748421	-4.535804519
RARG	0.401343238	9.861715014	-2.07421702	0.07481358	0.416748421	-4.53588308
MYCBP	-0.362249294	10.92056733	2.073951455	0.074843496	0.416748421	-4.536260979
SPRR2B	-0.580138367	5.026003732	2.073697845	0.074872077	0.416748421	-4.536621856
CD3E	0.633456127	5.17174951	-2.073618543	0.074881016	0.416748421	-4.536734698
TSEN54	0.449608061	8.577309329	-2.073597528	0.074883385	0.416748421	-4.536764601
MS4A10	-0.802454484	5.022591306	2.073449116	0.074900118	0.416748421	-4.536975779
DDX23	0.385995299	12.49246459	-2.073429115	0.074902373	0.416748421	-4.537004238
HOXD8	0.37841006	5.152978338	-2.073174181	0.074931125	0.416788178	-4.537366978
MPL	-0.487429206	5.059119224	2.072832893	0.074969633	0.416882163	-4.537852573
FUCA1	-0.36501137	7.880630079	2.072464095	0.075011267	0.416993471	-4.53837729
PPM1M	-0.315039691	9.141228545	2.072064483	0.075056406	0.417123031	-4.538945824
SIX4	0.63579389	5.576573945	-2.07149206	0.075121111	0.417123031	-4.539760174
CD2BP2	0.418121593	10.92951357	-2.0713992	0.075131613	0.417123031	-4.539892275
ARPP21	-0.783868166	5.825914752	2.071093802	0.075166162	0.417123031	-4.54032672
RNASEH2C	0.485838197	7.93494171	-2.071074704	0.075168323	0.417123031	-4.540353887
TBL1XR1	-0.455694617	9.323532076	2.070920288	0.075185798	0.417123031	-4.540573547
OR6N2	-0.476929717	5.132674421	2.070919034	0.07518594	0.417123031	-4.54057533
FMOD	-0.356448724	5.217924139	2.070329552	0.075252688	0.41726981	-4.54141384
KDM4D	1.283332241	5.756083066	-2.07011789	0.075276669	0.41726981	-4.541714906
GLT1D1	-0.471899608	5.641588257	2.070112402	0.075277291	0.41726981	-4.541722712
ZSCAN10	0.437780899	5.608336559	-2.069561015	0.075339798	0.417361692	-4.542506965
MYH3	-0.582238155	5.969235838	2.069528322	0.075343506	0.417361692	-4.542553464
HOPX	-0.6126608	5.308117097	2.069336557	0.075365258	0.417361692	-4.542826205
RAPGEF4	-0.611479508	5.233374627	2.069203004	0.075380411	0.417361692	-4.543016149
MKLN1	0.397907802	10.42225648	-2.068831022	0.075422632	0.417475631	-4.54354518
DCLK2	0.612369816	6.537839984	-2.06792478	0.07552559	0.417815457	-4.544833942
STBD1	0.322144354	10.0514841	-2.067909341	0.075527346	0.417815457	-4.544855897
MEIS3	-0.482072926	6.884226953	2.067505643	0.075573256	0.41794957	-4.54542995
LCN8	-0.657026037	6.840136066	2.06673939	0.075660472	0.418278255	-4.54651948
NFKBIL1	0.357289406	7.438805482	-2.066362239	0.075703437	0.418278255	-4.547055714
SLC16A1	0.343279028	10.13200752	-2.066193113	0.075722711	0.418278255	-4.54729617
DPYSL5	-0.725263307	5.250599428	2.066096336	0.075733743	0.418278255	-4.54743376
APOL3	-0.80458013	6.991474074	2.06603174	0.075741107	0.418278255	-4.547525598
ZNF512	0.359930932	9.08677249	-2.065381002	0.075815331	0.418568327	-4.548450729
DNAJA1P5	0.515466198	9.850734293	-2.065147723	0.075841957	0.418595521	-4.548782358
CNTN2	-0.628488436	5.015622689	2.064372594	0.075930494	0.418852135	-4.549884213
OSBPL7	0.577232569	7.210447221	-2.064197666	0.075950488	0.418852135	-4.550132862
MRPS34	-0.341926835	11.24238409	2.063834504	0.075992015	0.418852135	-4.550649057
DRD5	0.601198756	5.213146127	-2.063824142	0.075993201	0.418852135	-4.550663786
DLC1	-0.462347298	5.686889705	2.063790771	0.075997018	0.418852135	-4.550711218
AKR1C8P	-0.566884792	6.655687258	2.062730696	0.076118372	0.419371143	-4.552217869
GPR61	-0.4453096	5.162975542	2.062588469	0.076134668	0.419371143	-4.552419999
PSMD2	0.377254411	11.71919156	-2.062304787	0.076167182	0.419420552	-4.552823151
IL27	0.546282484	5.428015871	-2.06213086	0.076187124	0.419420552	-4.553070317
KCTD12	-0.477698007	5.337222957	2.061856534	0.076218587	0.419474047	-4.553460152
ATP10A	0.555978545	7.202165169	-2.061478833	0.076261927	0.419592861	-4.55399687
CAMK2N2	-0.44610158	6.00396933	2.060935792	0.076324282	0.419756152	-4.554768495
ENGASE	0.432969246	8.040001685	-2.060673072	0.076354467	0.419756152	-4.555141787
C1QBP	0.313525047	11.97684345	-2.060576319	0.076365587	0.419756152	-4.555279257
FAM183BP	-0.671176045	5.297464861	2.0604627	0.076378647	0.419756152	-4.55544069
MTLN	-0.685636098	5.609968073	2.059662731	0.07647066	0.419990431	-4.556577245
POU5F1	-0.34093063	8.091417006	2.059414479	0.076499237	0.419990431	-4.556929927
SNHG32	-0.301331437	10.68722117	2.059401833	0.076500693	0.419990431	-4.556947893
GOLGA7B	0.425651682	7.940876055	-2.059208745	0.076522927	0.419990431	-4.557222198
VSTM2A	-0.720497729	5.295198156	2.059146132	0.076530138	0.419990431	-4.557311146
KRT1	1.277519616	11.44869962	-2.058617265	0.076591076	0.420205306	-4.558062431
CAPN9	-0.377589751	11.4765641	2.058141302	0.076645959	0.420229951	-4.558738523
MAS1	-0.535173843	5.038269679	2.058048111	0.076656709	0.420229951	-4.558870893
JRK	0.44187559	7.336167374	-2.057861334	0.07667826	0.420229951	-4.559136193
SMR3B	0.587790613	5.379311951	-2.057822793	0.076682707	0.420229951	-4.559190936
RTN3	-0.401334724	9.782380711	2.057251467	0.076748669	0.420471974	-4.560002409
ATAD5	-0.341395184	9.251397668	2.056734513	0.076808401	0.420649475	-4.560736611
CRABP1	-0.438655025	5.428925692	2.056519197	0.076833294	0.420649475	-4.561042399
SPATA20	-0.326970761	11.1803381	2.05634078	0.076853926	0.420649475	-4.561295778
FOXD4L3	0.7241337	5.411166582	-2.056216562	0.076868294	0.420649475	-4.561472184
TFAP2A	0.352151443	9.280571389	-2.055729003	0.076924715	0.420838843	-4.562164555
PDILT	0.42499716	4.961617793	-2.055180635	0.076988222	0.421041342	-4.562943232
CPTP	0.583733668	6.958971087	-2.055013643	0.077007572	0.421041342	-4.56318035
C3orf49	0.446687551	5.159216945	-2.054844196	0.077027211	0.421041342	-4.563420949
SACS	0.486500684	8.665682292	-2.053572906	0.077174712	0.421728099	-4.565225906
TSPAN2	0.425512242	5.218652502	-2.051355094	0.077432699	0.422967521	-4.568374079
LOC100132356	-0.588926424	5.507841792	2.051085931	0.077464067	0.422967521	-4.568756098
GLO1	-0.329383048	11.34102563	2.050882182	0.07748782	0.422967521	-4.569045269
CSAG1	-0.487735033	5.983667227	2.050870104	0.077489229	0.422967521	-4.569062411
HOXA9	-0.737366587	5.876811317	2.050499975	0.077532398	0.422978392	-4.569587697
ZFAND4	-0.53233982	6.863512075	2.050302247	0.077555469	0.422978392	-4.569868302
ZNF14	0.39352051	5.553753486	-2.050289107	0.077557002	0.422978392	-4.56988695
SLC2A8	0.388109125	8.78576354	-2.049901039	0.077602303	0.423105829	-4.570437657
ZNF222	0.510604384	8.005793502	-2.049567275	0.077641285	0.423198756	-4.570911281
ZNF57	0.69705017	7.275335516	-2.049035426	0.077703444	0.423411791	-4.571665957
SMPD1	-0.379217458	10.8073755	2.048556255	0.077759487	0.423411791	-4.572345845
FAM167A	-0.765596865	6.099497735	2.048496093	0.077766526	0.423411791	-4.572431205
SBDS	0.354007946	11.28846818	-2.048482056	0.077768169	0.423411791	-4.572451121
KRTAP13-3	-0.350136292	4.862251619	2.048065795	0.077816892	0.423472125	-4.573041709
ZNF2	0.412308525	7.158567401	-2.047793667	0.077848761	0.423472125	-4.573427787
C2orf15	0.398079046	5.014329107	-2.047530443	0.077879599	0.423472125	-4.57380122
CHD1L	-0.346122184	11.83402661	2.047204972	0.077917746	0.423472125	-4.574262947
ILKAP	-0.34313695	8.466864684	2.047123463	0.077927303	0.423472125	-4.574378576
MIR4435-2HG	0.418839218	10.60284128	-2.047077072	0.077932742	0.423472125	-4.574444385
TNFAIP1	-0.401415468	9.003869688	2.046843507	0.077960134	0.423472125	-4.574775714
TRIM50	-0.471324802	6.384595761	2.046650367	0.077982792	0.423472125	-4.575049691
FN1	-0.336790347	14.68196637	2.046191001	0.078036709	0.423472125	-4.575701294
ACAD10	-0.335544928	9.431496097	2.046123091	0.078044683	0.423472125	-4.575797619
CDC5L	-0.328737584	9.466898431	2.045972396	0.07806238	0.423472125	-4.576011367
WDR19	-0.44902142	8.328050383	2.045814281	0.078080952	0.423472125	-4.576235637
ENDOG	0.355239363	9.429499705	-2.045721441	0.07809186	0.423472125	-4.576367318
RGL1	-0.308014924	8.971214034	2.045687721	0.078095822	0.423472125	-4.576415146
LALBA	-0.768317615	7.470907993	2.045459198	0.078122677	0.423472125	-4.576739268
PPM1D	-0.381880704	10.34156939	2.045392671	0.078130497	0.423472125	-4.576833624
ARPC4	0.324091543	10.50777672	-2.044484702	0.078237301	0.423931893	-4.578121334
PDSS2	0.561664186	6.71580081	-2.043466096	0.07835729	0.424223333	-4.579565786
SYAP1	-0.318013033	12.0031078	2.043366493	0.078369033	0.424223333	-4.57970702
RIOK3	-0.320352237	10.45458975	2.043222445	0.078386018	0.424223333	-4.579911273
CD300LD	-0.543577835	5.493497838	2.043207131	0.078387824	0.424223333	-4.579932988
F11R	-0.32582995	10.09154485	2.043095026	0.078401046	0.424223333	-4.580091945
KANK1	0.373623129	9.82599902	-2.042836415	0.078431555	0.424269407	-4.580458628
CLUH	0.45912494	10.99404938	-2.042292302	0.078495784	0.424497808	-4.581230086
LRRN3	-0.794677647	5.226350105	2.041286275	0.078614676	0.425012337	-4.582656326
SASH3	0.658538981	5.176034806	-2.0411145	0.078634994	0.425012337	-4.582899833
TRPV4	0.353289897	5.668223197	-2.040235265	0.078739073	0.425255047	-4.584146153
MTMR8	-0.405200747	4.715548574	2.039912693	0.078777291	0.425255047	-4.584603367
OAT	-0.367704031	9.753459311	2.039805984	0.078789938	0.425255047	-4.584754613
DDC	-0.343677777	12.57880127	2.039802662	0.078790332	0.425255047	-4.584759322
SESN1	0.482586282	8.641930699	-2.03955987	0.078819114	0.425255047	-4.585103439
S100A7	0.724449414	6.129652684	-2.039405808	0.078837383	0.425255047	-4.58532179
HLA-DRB1	0.526735608	5.718816302	-2.039378497	0.078840622	0.425255047	-4.585360499
ASCL3	0.509071503	5.100909885	-2.039246639	0.078856262	0.425255047	-4.585547377
SNX9	-0.348664083	11.22227217	2.038850273	0.078903295	0.425309243	-4.586109118
TMCO5A	-0.559192456	5.339791254	2.038790344	0.078910409	0.425309243	-4.586194047
ARID4A	-0.429617223	9.208331933	2.038172345	0.078983802	0.425324275	-4.587069831
AURKAIP1	0.302426526	9.7101671	-2.037972503	0.079007549	0.425324275	-4.58735302
AQP3	-0.507586587	9.178350401	2.03786418	0.079020424	0.425324275	-4.587506517
ULK1	0.397195197	7.622237017	-2.037718558	0.079037736	0.425324275	-4.587712863
WFDC2	-0.577967864	6.513669621	2.037696677	0.079040337	0.425324275	-4.58774387
RAB33A	-0.523969496	4.885627306	2.037653331	0.079045491	0.425324275	-4.58780529
LYZ	0.732596245	5.589146101	-2.036953518	0.079128745	0.42560339	-4.588796873
C22orf39	0.578445221	5.566307655	-2.036573922	0.079173941	0.42560339	-4.589334697
ZNF74	0.700473583	6.509928622	-2.036532307	0.079178897	0.42560339	-4.589393657
IGFL2	0.456253233	5.594120268	-2.036411411	0.079193297	0.42560339	-4.58956494
MAGOH	0.333399934	8.372236192	-2.036244497	0.079213183	0.42560339	-4.589801417
RNF150	-0.540385885	5.468306065	2.036080386	0.07923274	0.42560339	-4.590033917
SIRPA	0.348034055	5.796282813	-2.035920411	0.079251808	0.42560339	-4.590260555
KHDRBS3	-0.75030001	6.932881692	2.035501144	0.079301804	0.425607518	-4.590854508
GCGR	-0.573792507	7.15103323	2.035462407	0.079306425	0.425607518	-4.590909384
OSBPL6	-0.68256606	5.840826123	2.035358949	0.079318768	0.425607518	-4.591055943
BIN3	0.45885091	7.905989901	-2.034826113	0.079382365	0.425830316	-4.591810727
MRPS30	0.312419399	9.247491821	-2.03438983	0.079434475	0.425991389	-4.592428705
LINC00189	-0.500410778	5.415272588	2.033764199	0.07950926	0.426031996	-4.593314827
SPZ1	-0.651753392	5.590672184	2.033702252	0.079516669	0.426031996	-4.593402564
MFGE8	0.466475462	10.55158452	-2.03364817	0.079523137	0.426031996	-4.59347916
LOC102724652	-0.718764685	5.864659676	2.033142805	0.079583607	0.426031996	-4.594194882
ARL14	0.548520466	5.284492794	-2.033010531	0.079599442	0.426031996	-4.594382207
FAM162B	-0.59740902	5.357852944	2.032837271	0.079620188	0.426031996	-4.594627573
TMEM92	0.52996099	5.66412673	-2.032765797	0.079628748	0.426031996	-4.594728789
POTEB3	-0.413915373	5.392944536	2.032705696	0.079635946	0.426031996	-4.594813901
UXS1	0.352338397	13.09545143	-2.032665025	0.079640818	0.426031996	-4.594871497
TAF1B	0.444537788	7.046344345	-2.032391843	0.079673548	0.42608892	-4.595258348
CST11	-0.572886556	5.265983519	2.031260368	0.07980925	0.426645272	-4.596860488
ZNF117	0.698779635	5.733985832	-2.030811848	0.079863106	0.426645272	-4.597495519
AMY1B	-0.73768155	5.779571155	2.030784316	0.079866413	0.426645272	-4.597534499
TTLL11	0.840619553	6.025722711	-2.030763006	0.079868972	0.426645272	-4.597564669
STAG3L4	0.469869929	7.357957267	-2.030161344	0.079941278	0.426645272	-4.598416463
SLC24A5	-0.642228483	4.966678799	2.030131268	0.079944894	0.426645272	-4.598459042
SLC16A5	-0.444691778	9.545082236	2.030019712	0.079958308	0.426645272	-4.598616969
MRO	-0.49062509	5.104168593	2.02960551	0.080008133	0.426645272	-4.599203322
AKR1B1	0.326106081	14.85746815	-2.029415246	0.08003103	0.426645272	-4.599472653
MIR31HG	0.462667804	5.374823488	-2.029184032	0.080058864	0.426645272	-4.599799944
RPUSD3	0.385740602	8.115737261	-2.029107322	0.080068101	0.426645272	-4.599908528
SLC12A4	0.353327939	7.902779931	-2.029000595	0.080080953	0.426645272	-4.600059599
SNCAIP	-1.138725105	6.053112972	2.02889011	0.080094261	0.426645272	-4.600215987
ZNF839	-0.541993765	7.855036788	2.028771685	0.080108527	0.426645272	-4.600383611
OSBPL1A	-0.44740061	11.31799928	2.028615524	0.080127343	0.426645272	-4.600604646
CD47	-0.355329326	12.109308	2.028285902	0.080167074	0.426645272	-4.601071187
SNX6	-0.466323651	10.30422523	2.028134198	0.080185365	0.426645272	-4.6012859
INPP1	0.401584939	9.650365357	-2.028052981	0.08019516	0.426645272	-4.601400847
PCSK2	-0.614286342	5.374024671	2.027874442	0.080216695	0.426645272	-4.601653533
ZNF366	-0.425243184	5.367615698	2.027847651	0.080219928	0.426645272	-4.60169145
GALR2	0.596475489	5.634399058	-2.027077271	0.08031292	0.42700803	-4.602781699
ROCK2	0.698019172	7.169593472	-2.026915941	0.080332407	0.42700803	-4.603010001
GPR161	-0.42160146	5.56767544	2.026579508	0.080373061	0.427106432	-4.603486081
IMPDH2	0.33901811	10.76252412	-2.025545454	0.08049814	0.427653297	-4.604949228
PMCHL1	0.548196685	6.205812635	-2.02522324	0.080537154	0.427742759	-4.60540511
CACYBP	0.361810885	11.63043959	-2.023512979	0.080744545	0.428726197	-4.607824548
PGC	-0.630981035	5.188245672	2.022623805	0.080852576	0.429000986	-4.609082222
RTL9	0.457325272	5.217611479	-2.022463547	0.080872062	0.429000986	-4.60930888
RPL7L1	-0.353213946	11.57378082	2.022216231	0.080902142	0.429000986	-4.609658659
SLC35A5	-0.344427857	9.071854736	2.022143829	0.08091095	0.429000986	-4.609761055
ANKRD20A11P	0.434018829	5.660613987	-2.022107049	0.080915425	0.429000986	-4.609813072
C10orf95	0.507064273	5.841117904	-2.021794308	0.080953484	0.429000986	-4.61025536
TMEM63C	-0.506016382	6.281860487	2.021794066	0.080953514	0.429000986	-4.610255702
KCNK9	0.592800802	5.579654916	-2.021624027	0.080974214	0.429000986	-4.610496169
SMG8	-0.3676686	9.847270241	2.021288986	0.081015017	0.429099308	-4.610969964
TMEM184A	0.572917363	8.486165787	-2.020816624	0.081072578	0.429130115	-4.611637917
RXRG	-0.467387763	5.055644824	2.020788505	0.081076006	0.429130115	-4.611677678
CCDC82	-0.425814903	8.995785393	2.020693632	0.081087572	0.429130115	-4.61181183
BVES	0.46133954	5.436862551	-2.019734395	0.081204608	0.429595902	-4.613168113
UGT2B11	0.375545782	9.909617328	-2.019514505	0.081231459	0.429595902	-4.613478996
FAM219B	0.49261232	6.430750905	-2.01927382	0.081260861	0.429595902	-4.61381927
PRRT3	0.677574998	6.320651393	-2.019242658	0.081264668	0.429595902	-4.613863325
OR8I2	-0.49816867	4.958582274	2.018732454	0.08132703	0.429807784	-4.6145846
TMEM256	-0.359426833	11.36843783	2.017865434	0.081433114	0.430250551	-4.615810197
FOXO3	-0.330335436	11.17875347	2.017528646	0.081474358	0.430334382	-4.616286236
MIR22HG	0.396989445	8.353309746	-2.017003312	0.081538732	0.430334382	-4.617028737
ST3GAL3	-0.293298519	7.946910637	2.017003062	0.081538763	0.430334382	-4.61702909
TGIF2LX	-0.453379588	5.937107998	2.016656436	0.081581266	0.430334382	-4.61751898
BSND	-0.627915453	5.800367381	2.016399397	0.081612798	0.430334382	-4.617882243
KCNN3	0.443551477	6.703666682	-2.016147449	0.081643717	0.430334382	-4.618238297
MEF2A	-0.400722888	8.862836818	2.016141196	0.081644485	0.430334382	-4.618247134
ZNF439	0.50706532	5.846061338	-2.016141111	0.081644495	0.430334382	-4.618247254
CPLX2	0.384094304	9.329323717	-2.015958063	0.081666966	0.430334382	-4.618505931
NKAIN2	-0.51930771	5.057392973	2.015569554	0.08171468	0.430334382	-4.61905494
PCBP4	0.589959785	8.91839334	-2.015560028	0.08171585	0.430334382	-4.619068401
FLJ37453	0.600121716	6.099470456	-2.015553239	0.081716684	0.430334382	-4.619077995
ALG5	-0.374390778	7.535362672	2.015271679	0.081751281	0.43038301	-4.619475854
CCDC50	0.322621797	10.61716504	-2.015114991	0.081770541	0.43038301	-4.619697256
FAM53A	0.493820001	5.866285055	-2.014231499	0.081879219	0.43072751	-4.620945558
FAAH	-0.483182137	5.317959339	2.014219859	0.081880652	0.43072751	-4.620962004
ZCCHC4	-0.36898038	8.25881471	2.013688584	0.081946074	0.430929879	-4.621712584
LOC100130027	-0.457978979	4.716341688	2.012744297	0.08206248	0.430929879	-4.623046534
HBZ	0.716143163	5.507690562	-2.012494849	0.082093258	0.430929879	-4.623398891
RHBG	-1.236314221	5.7417764	2.012368774	0.082108818	0.430929879	-4.623576974
PI16	0.602721487	5.320021806	-2.0123636	0.082109457	0.430929879	-4.623584282
CCDC171	-0.484559236	5.52627491	2.012146445	0.082136264	0.430929879	-4.623891008
ITGB8	-0.514519829	5.185659083	2.012063532	0.082146502	0.430929879	-4.624008119
RAG1	0.60999106	5.502639389	-2.011785899	0.082180793	0.430929879	-4.624400253
MLXIP	0.511277967	13.16127827	-2.011394346	0.082229177	0.430929879	-4.624953265
CLIP2	-0.348068719	9.378781125	2.011110615	0.082264255	0.430929879	-4.625353978
DECR2	-0.359267288	8.839792152	2.011089038	0.082266923	0.430929879	-4.62538445
KIF2C	-0.383242304	10.62130338	2.010978889	0.082280546	0.430929879	-4.625540009
FOXC1	0.848853898	7.077761141	-2.01081308	0.082301056	0.430929879	-4.625774169
TPRA1	0.333767669	10.18065476	-2.010749951	0.082308866	0.430929879	-4.625863321
OR51V1	-0.48088245	4.861839166	2.010704849	0.082314446	0.430929879	-4.625927014
CCDC150	-0.429222055	8.771154832	2.010596631	0.082327837	0.430929879	-4.626079837
ANKH	-0.365532128	9.042872289	2.010535415	0.082335413	0.430929879	-4.626166284
HABP2	0.37106581	9.024407095	-2.010135757	0.082384891	0.430929879	-4.626730653
